Cod Transaccion;Num. unidades;Valor unidad para las operaciones del dia t;Valor fondo al cierre del dia t;Num. Invers.;Rentab. dia;Rentab. mes;Rentab. sem;Rentab. ano
9658;7935180.464;182421.32;1447057560987.10;515;11.603666;10.605282;12.013791;11.836021
9659;260212.509;190067.65;51511332116.64;3;12.272536;11.25218;12.625587;12.442639
9660;691807.502;188620.79;146795580718.39;19;11.989353;10.957663;12.353217;12.168444
9661;4219746.727;192575.43;793804425316.99;43;12.523685;11.417667;12.831232;12.667068
9662;5545756.564;13008.62;73206497699.67;15;10.539972;12.609456;13.870485;13.479604
9663;5190406.196;12573.34;66260034185.85;29;9.283519;11.329609;12.645395;12.28511
9664;1952635.199;12503.01;24990027284.13;452;9.014137;11.055277;12.369848;11.996489
9665;6805864.09;12516.59;83100391279.76;8;9.554231;11.605312;12.92519;12.558206
9666;8126877.025;12371.85;101452570019.63;1419;8.426135;10.461402;11.840321;11.446932
9667;5448646.458;12390.68;70057565768.22;96;8.532574;10.564579;11.888538;11.514694
9668;19466251.047;12438.35;238745553662.01;90;8.749057;10.78433;12.104398;11.739781
9669;43777690.507;12670.89;556224453900.32;7;9.608535;11.660628;12.972624;12.61717
9670;14396774.057;12589.20;172205094955.85;11;9.337555;11.524158;12.714864;12.356045
9671;22482945.719;12633.07;286007423642.08;9;9.499982;11.550049;12.863448;12.493604
9672;11164875.939;12473.40;135883450705.64;19;8.853143;10.891134;12.209255;11.866302
9673;506819.29;13744.93;6966196185.34;58;9.608533;11.660628;13.409849;12.826301
9674;156398.798;12256.12;1866152230.67;285;18299.656;111.295815;67.06425;30.759148
9675;406405.48;12738.27;5176901149.46;11;18443.041;112.96278;68.383125;31.819328
9676;143167.409;12379.04;1772274445.88;3;18479.238;113.383644;68.716095;32.080173
9677;58318.087;10435.35;608569393.05;1;18662.377;115.51309;70.40088;33.399998
9678;217098.146;12422.26;2747538611.40;29;18344.223;111.81391;67.47417;31.127443
9679;100928.208;11811.85;1192148813.49;1;18570.357;114.44309;69.55431;32.736816
9680;2413029.66;19865.13;48112507591.09;502;13.823543;10.724446;13.969063;13.16701
9681;3025875.954;13395.49;40533082559.00;7;15.814742;13.316447;17.83263;16.753042
9682;16592.329;16799.28;278739155.01;15;14.6685;11.477355;14.757626;13.96085
9683;4498226.947;20788.82;95054845793.48;40;14.329014;11.166615;14.444589;13.644541
9684;975870.594;17703.90;17224025250.93;9;14.952926;12.47317;16.95584;15.884262
9685;3932625.018;20260.81;80772397770.37;196;14.103808;10.960443;14.232892;13.436194
9686;1183581.079;12706.99;15039757643.79;1;14.668489;11.477353;14.757613;13.960844
9687;951136.025;19430.65;18520218650.61;2219;13.544647;10.474368;13.720662;12.918097
9688;2587223.614;15838.50;40955999352.32;58;14.329014;11.166615;14.424704;13.634796
9689;168495.439;12347.17;2080441762.99;15;130.70952;0.355706;8.270339;-15.115578
9690;913485.718;13389.96;12231537881.99;1;133.91284;1.752322;9.783776;-13.930988
9691;3273204.092;13644.26;44660446041.68;10;133.4498;1.550436;9.565992;-14.10184
9692;57812.049;8289.16;479213485.58;1;-78.41985;43.53353;105.100555;73.68057
9693;5704.827;9418.82;53732739.12;1;-78.31149;44.25055;106.124146;74.548
9694;26959.628;7828.81;211061856.90;16;-78.419846;43.53353;105.09772;73.67917
9695;40715.237;7890.66;321270202.78;3;-78.41985;43.53353;105.103676;73.681885
9696;28521.35;8152.28;232513954.86;1;-78.31149;44.250732;106.12411;74.54795
9697;235258.713;10804.42;2541833433.34;26;221.31409;-3.477003;7.974754;-12.782975
9698;249644.766;11274.28;2814564983.32;1;224.81624;-2.421459;9.155189;-11.828914
9699;4631.484;11740.06;54373880.67;1;226.75887;-1.835939;9.809981;-11.300478
9700;314194.673;11206.18;3520921108.91;10;224.17383;-2.615085;8.938653;-12.003924
9701;146471.654;9936.01;1455343348.88;1;221.94524;-3.286783;8.187481;-12.611044
9702;1236174.997;13008.62;16080931995.99;9;9.209163;12.125713;12.686796;13.136044
9703;2946541.346;12963.56;38197655716.05;100;8.889271;11.78928;12.400113;12.855536
9704;1828880.107;14063.56;25720572024.22;1;10.947418;14.160453;15.303996;15.957295
9705;1931389.685;12933.17;24978992888.52;243;8.730024;11.667348;12.483917;12.826814
9706;493107.259;12813.60;6318479353.26;274;8.518417;11.460073;11.136884;12.119685
9707;649329.719;13678.79;8882046379.26;3;11.501997;14.731048;15.88029;16.536846
9708;888376.388;13049.03;11592448395.25;8;9.209163;12.125713;12.686796;13.136044
9709;1309263.203;16551.69;21670525165.94;1;19.596714;19.58764;22.289675;25.314552
9710;500000;17292.22;8646110367.00;1;21.389778;21.38057;24.123001;27.1931
9711;270005.182;15845.94;4278486937.76;3;17.855722;17.84678;20.509588;23.490557
9712;2500833.579;15855.14;39651057106.82;112;17.855722;17.84678;20.509588;23.490557
9713;172989.085;12274.13;2123291199.93;5;-3.125739;8.827378;19.990856;14.02067
9714;14447.918;11436.32;165230989.83;2;-4.313093;7.493942;18.521029;12.623781
9715;66539.655;11471.10;763283071.19;3;-4.077949;7.758016;18.812115;12.900421
9716;24389.278;11371.41;277340431.32;17;-4.547087;7.231159;18.231363;12.34849
9717;353974.407;11985.84;4242680838.00;1;-2.399119;9.643394;20.890339;14.875518
9718;2533519.261;14189.23;35948696940.74;105;17.177786;17.553545;20.77656;23.114574
9719;235313.288;14339.15;3374192489.21;5;17.743671;18.121239;21.359789;23.708992
9720;1505971.346;14804.75;22295524200.09;1;19.474508;19.857613;23.143642;25.527277
9721;173767.21;12050.42;2093967543.03;2;2.313065;12.189722;14.231004;13.033319
9722;96774.844;12350.98;1195263870.89;41;1.80783;11.635855;13.667039;12.475274
9723;614717.838;12583.59;7735358990.86;1;3.080365;13.030879;15.087423;13.880784
9724;154710.75;12400.28;1918457111.42;11;2.059824;11.912105;13.948349;12.75362
9725;529218.335;13170.45;6970045657.31;1;23.776636;19.046732;21.193598;22.563297
9726;84608.565;11868.90;1004210928.79;4;20.17328;15.580706;17.665236;0.0
9727;200000;12115.72;2423143791.88;1;23.776636;19.046732;21.193598;0.0
9728;50038.872;11356.64;568273676.96;1;20.465546;15.861833;17.95142;0.0
9729;48753.378;12798.40;623965376.51;16;19.882423;15.300936;17.380434;18.707157
9730;107608.073;12368.42;1330942012.71;1;21.350918;16.71346;18.818363;20.161295
9731;148441.678;14637.00;2172741275.50;1;-79.925705;24.389095;48.361774;0.0
9732;88668.144;15717.55;1393646402.19;2;-79.97537;24.082876;47.996662;0.0
9733;266741.016;16026.73;4274987004.63;1;-79.67366;25.943089;50.214333;61.046368
9734;120371.153;15716.26;1891784335.62;9;-80.02479;23.778158;47.633495;58.279938
9735;55878.599;15665.14;875345903.08;20;-80.07397;23.47493;47.27195;57.89242
9736;289323.221;11570.89;3347727343.58;1;9.501355;-4.02047;14.236409;13.945428
9737;24006.295;11312.22;271564438.09;1;8.41742;-4.970897;13.105248;12.817383
9738;97054.874;11138.85;1081079975.87;1;8.149775;-5.205578;12.826559;0.0
9739;84762.927;11331.17;960463146.32;48;7.354682;-5.902737;11.997178;11.711876
9740;148214.118;11298.50;1674596866.62;9;7.618414;-5.67149;12.272284;11.986283
9741;167375.586;11327.54;1895953616.68;3;7.883442;-5.439106;12.54874;12.262037
9742;192616.45;11771.27;2267341117.51;9;9.698054;14.724917;17.048922;17.060251
9743;65925.097;11723.10;772846791.07;25;9.42858;14.44313;16.76013;16.772863
9744;147572.26;11797.26;1740948743.52;2;9.968853;15.008091;17.337814;17.348394
9745;260814.15;11877.29;3097764865.38;1;11.343104;16.445139;18.803892;0.0
9746;145230.99;11142.61;1618252092.88;1;16.079405;16.776518;14.546814;0.0
9747;197154.685;11075.51;2183589269.95;4;15.232393;15.924432;13.710954;0.0
9748;46842.943;11032.05;516773494.09;17;14.674536;15.464716;13.176297;0.0
9749;240341.008;11052.85;2656452826.63;15;14.952789;15.623371;13.424815;0.0
9750;486457.822;11326.00;5509620904.67;1;18.400038;19.111046;16.83689;0.0
9751;1298618.552;11326.00;14708152684.68;1;18.400036;19.111046;16.83689;0.0
9752;119649.281;11872.36;1420519009.84;2;-60.873962;16.957273;31.492805;0.0
9753;115328.898;11856.22;1367364507.49;10;-60.970345;16.670015;31.16995;0.0
9754;24931.939;11946.10;297839529.77;1;-60.679764;17.536045;32.164703;0.0
9755;378964.712;11888.56;4505344178.58;2;-60.7771;17.245949;31.81725;0.0
9756;248327.301;12000.40;2980026758.08;1;-60.28555;18.7109;33.46373;0.0
9757;90492.898;11897.96;1076681272.26;32;-61.066257;16.384161;30.848675;0.0
9758;1491516.187;11253.78;16785191286.36;1;20.939058;23.724148;25.093761;0.0
9759;1315499.344;11153.69;14672672259.38;64;18.61426;21.345959;22.689318;0.0
9760;127104.359;11102.94;1411232408.86;5;19.18706;21.931913;23.281744;0.0
9761;38647.892;10204.09;394366629.45;2;10.308308;9.987403;0.0;0.0
9762;125000;10241.50;1280186953.31;1;12.23818;11.911676;0.0;0.0
9763;30160.258;10167.66;306659360.86;1;9.501335;9.182772;0.0;0.0
9764;1859869.912;10154.28;18885642953.46;1;16.845186;13.974232;0.0;0.0
9765;125102.412;10141.15;1268681935.98;2;15.152337;12.322865;0.0;0.0
9766;1502283.983;10125.02;16810651018.54;77;14.598874;11.782964;0.0;0.0
9767;2463911.759;10858.75;26755009483.13;81;12.651327;11.29739;3.102134;3.841077
9768;235664.457;2729.37;643216513.67;2;-57.95831;-7.06188;-11.203682;-13.161804
9769;3270441.165;17322.81;56653235125.22;24;0.002533;7.624057;56.023357;29.299273
9770;2546422.98;16368.49;41681106823.20;24;0.006092;4.994371;15.676964;12.159285
9771;175294.789;4496.41;788197261.31;3;-59.21479;-6.197481;-4.299958;-6.594206
9772;57246.353;4968.05;284402562.05;2;-62.006405;-7.961144;-7.306068;-9.944151
9773;1567852.752;2072.39;3249199802.81;24;0.068727;-53.48653;69.18777;0.554744
9774;57897.698;234511.03;13577648673.09;146;-1.324344;3.593077;0.965961;-1.130136
9775;12420549.759;4293.02;53321645419.89;1;0.005195;-0.129429;53.671432;18.974554
9776;7131860.953;32665.34;232964637465.76;12;991.62054;19.319588;-37.049686;-24.595316
9777;5136709.504;3706.04;19036851947.60;1;0.002472;-0.045052;53.771477;19.086735
9778;7066.496;31901.97;225435127.24;1;989.26483;17.869652;-37.654545;-25.260025
9779;264691771198.055;0.26;67505164169.65;5;-14.685626;-1.162275;182.49068;69.0451
9780;10300111.303;15822.40;162972440589.68;3;612.7635;-4.57483;-8.535072;-22.243635
9781;42225100.637;247.85;10465635342.64;1;-14.415298;-5.581024;165.16269;56.650784
9782;2680596.081;15361.46;41177880962.97;75;0.00131;-2.919452;27.570047;10.612162
9783;6718823.528;4395.92;29535390313.79;4;-6.818301;-4.351089;-93.836624;-78.6352
9784;437708.564;4265.88;1867211425.54;2;-7.545352;-4.537747;-94.00735;-78.94535
9785;3789876.031;12163.57;46098416084.34;45;-0.558281;6.105713;-9.714469;-2.802684
9786;99241.26;0.46;46145.77;2;1.6635528E8;179.8433;-78.10295;-99.78222
9787;3560132.629;49041.67;174594842520.71;1;1689.1763;21.480465;33.326828;16.013554
9788;106392516855.752;17.04;1813026486779.22;20;0.018209;13.858379;14.391135;16.113165
9789;7118845.019;15885.68;113087693903.31;3;-3.913642;-63.93753;-51.290314;-42.86399
9790;1007197.858;15090.46;15199077197.74;4;-8.840692;-66.93484;-53.663982;-43.853607
9791;1894487.139;15284.53;28956338633.51;7;-75.139046;-66.35046;-52.28977;-43.525364
9792;1556825.148;2656.71;4136025655.76;3;-77.36189;128.4618;-94.074615;-75.44626
9793;7704541.274;13508.89;104079779175.74;29;0.099085;-2.015047;19.793583;19.942898
9794;51637108.047;4504.08;232577523844.76;13;-55.999;-37.821037;-40.568634;-20.656946
9795;192288409.625;10199.15;1961178150704.71;3;-0.071002;-0.788034;5.206273;-3.628451
9796;8413071.444;31600.40;265856406909.94;3;54.34657;10.817181;24.56979;18.206821
9797;2172462.6;6944.71;15087124722.27;13;0.003832;3.74772;-48.83829;-42.7864
9798;10344994.948;15922.10;164714037531.86;32;-0.096164;-1.89228;18.935522;16.217054
9799;24680.723;15922.10;392968922.16;3;-0.096164;-1.89228;18.935522;16.217054
9800;1563772.816;170071.27;265952830513.86;1;36.18282;16.323565;11.19867;8.370091
9801;7760695.873;16113.63;125053017473.34;32;2.04E-4;-0.360673;6.834944;9.797136
9802;103961311236430;0.00;9698177.23;1;0.0;0.0;0.0;0.0
9803;590424.099;1.26;746727.83;3;4.839474;-70.196754;-98.60338;193.53284
9804;1026215.792;1.29;1322547.00;1;4.83941;-70.19675;-98.60295;193.51035
9805;242458.131;10360.70;2512035895.51;1;-2.801162;-0.980237;-0.267721;-0.21552
9806;1193943.469;10269.69;12261424611.59;7;-2.705464;-0.94649;-0.158957;-0.094463
9807;122497.961;10164.79;1245166049.81;1;-2.825226;-0.988734;-0.296269;-0.241524
9808;943772.031;9899.77;9343127612.55;20;-2.852122;-1.832798;-1.11633;-1.123155
9809;260363249.508;203.34;52941188666.07;2;0.010531;-2.696272;5.82747;8.703487
9810;42647980.411;7744.14;330271922931.31;5;0.010581;-1.684726;6.439331;9.33368
9811;84968411.114;2994.08;254402183160.76;2;0.010567;-1.877676;6.33179;9.210165
9812;111732751.066;445.41;49766624009.19;1;0.010545;-2.536336;5.786605;8.72953
9813;460377144.378;74.09;34110252637.43;5;0.010529;-2.811982;5.704882;8.606294
9814;96634164.575;73.96;7146970539.86;1;0.010532;-2.812718;5.646744;8.57781
9815;100434781.929;203.42;20430896461.38;1;0.010526;-2.694983;5.935448;8.757971
9816;105994162.845;1729.94;183363823858.34;5;0.010556;-2.110837;6.223115;9.08593
9817;137742834.021;444.65;61247372936.23;3;0.010534;-2.533816;6.010837;8.844084
9818;151088.256;15643.60;2363563919.33;2;0.067131;-3.726922;4.025323;8.885214
9819;1896510.094;15642.44;29666040476.22;16;0.067131;-3.730971;3.862598;8.803191
9820;446604.043;15636.65;6983390813.57;3;0.067131;-3.729312;3.956054;8.850971
9821;8439143.886;23701.01;200016214983.63;1;7.656407;-0.139221;7.110488;10.900755
9822;709930.233;23185.81;16460306293.90;1;7.656407;-0.139221;7.110488;10.900994
9823;1049006.377;10136.27;10633013916.29;2;-7.833134;6.610588;0.0;0.0
9824;1482036.21;10928.72;16196757612.35;1;-3.194567;14.467673;19.495426;0.0
9825;1422561.054;10766.43;15315898721.85;2;-4.985297;7.930241;5.29845;1.62382
9826;552618.736;10466.86;5784183260.19;3;-5.543205;9.270571;-6.079341;-3.228968
9827;2223054.315;10526.10;23400094813.50;2;-3.216474;15.25395;4.541353;0.0
9828;14515.45;10373.02;150569121.13;2;-2.106877;7.99943;-10.728922;-4.975987
9829;962708.662;10263.42;9880680941.70;1;-7.595902;6.954601;5.731513;0.0
9830;609.991;16301.89;9944012.92;1;-5.86948;1.501374;-27.794613;-6.053029
9831;6097372.499;16308.33;99437963422.45;2;-5.869612;1.50137;-27.794655;-6.054199
9832;6499787.899;13150.97;85478504024.71;2;-2.669061;5.833759;3.746613;1.642489
9833;31347896.148;12178.83;381780645420.45;2;-0.886794;0.697902;7.711707;8.65276
9834;107166.373;441496.75;47313605065.26;3;3.938203;8.967931;36.371735;47.441433
9835;62032315189.318;0.16;9995934163.32;1;-11.695634;-5.243184;-14.025894;-92.86796
9836;2109824633.973;1.88;3971847209.30;3;-37.357002;-5.689487;-9.9387;-94.65619
9837;165213506178.208;0.30;50385017036.70;2;-28.562233;-3.398736;-10.044819;-89.5729
9838;776172085106.602;0.16;127718948079.15;2;-12.088046;-1.374155;-1.212521;-92.99868
9839;12906454952.511;0.86;11056133468.38;3;-24.674147;-3.88335;-9.817937;-88.770195
9840;13683470.489;9808.41;134213097663.51;2;-27.441017;-4.214396;0.0;0.0
9841;4164636160550.59;0.02;67580088515.17;3;-10.715297;-4.465179;-4.490037;-91.120346
9842;43879331.914;12703.68;557429033808.76;4;14.967907;14.369864;14.181251;13.753407
9843;43898934.659;12645.12;555107165295.66;3;15.685116;14.834837;14.882743;14.711282
9844;4828899;10235.46;51425998225.35;1;0.039289;-0.859196;-5.245828;-1.81811
9845;3331157.697;10032.97;33421397125.11;7;0.039289;-3.856578;-3.737579;-2.658848
9846;51752508.532;5169.72;267545979400.32;2;58.771748;7.694488;11.63118;8.965237
9847;7124329.829;11598.32;82630239112.00;4;0.010913;8.901328;12.682749;0.0
9848;9229687.322;10779.79;99494124950.06;2;17.585476;15.287599;15.194902;0.0
9849;846761.38;10672.02;9036653069.93;2;16.205706;13.563203;11.911836;0.0
9850;100000;10142.24;1014224430.85;1;16.205706;11.360111;0.0;0.0
9851;5160942.1;10346.49;53397638968.30;3;12.386483;12.321626;0.0;0.0
9852;1236236.669;8431.03;10422749390.98;1;-51.58506;-8.435118;0.0;0.0
9853;12362.756;8443.95;104390455.05;1;-13.252966;-6.582638;0.0;0.0
9854;4080273.756;12364.39;55165784800.62;1226;10.535698;11.334021;12.348056;11.740266
9855;67924.952;12428.88;841188318.05;25;10.75388;11.553774;12.569804;11.960819
9856;283770.454;12461.31;3564006934.58;23;10.863294;11.663976;12.681008;12.071422
9857;16303438.132;12205.14;193939452224.59;77;9.993975;10.788396;11.797476;11.192656
9858;5008111.796;14041.98;95849491811.20;22;11.413611;12.218257;13.240324;12.627721
9859;1451067.5;12526.50;52437185863.49;39;11.082769;11.885032;12.904071;12.293282
9860;1930905.434;14666.57;26991481747.74;590;9.993975;10.788396;11.797476;11.192239
9861;26100.071;12580.72;905350092.24;2;11.413614;12.218257;13.24031;12.627713
9862;1055363.512;19934.84;20997595131.57;336;9.506038;11.52551;11.999266;11.600011
9863;31488631.616;12528.04;411993752287.17;196;9.506038;11.52551;11.999266;11.600011
9864;7857956.148;12860.14;101184399734.42;166;10.262581;12.295966;12.773465;12.371218
9865;27765697.296;12344.50;342753777347.09;12;10.809383;12.852825;13.332203;12.92821
9866;449410.679;12843.28;5771907735.49;12;10.919394;12.964858;13.444711;13.040318
9867;858764.948;12454.68;10623472799.21;80;9.506038;11.52551;11.999266;11.600011
9868;800316.651;18089.60;14478483165.80;161;2.713378;11.196559;13.892732;13.563193
9869;80519063.28;20143.11;1762318157418.50;189;8.976856;11.336648;13.765731;12.943168
9870;59543661.972;12444.01;730770377352.63;149;11.206175;10.662324;12.020267;11.960973
9871;404850.035;27806.28;11257374752.04;147;4.395352;10.211017;15.091189;14.330594
9872;19982158.138;51487.75;970535092952.46;86;9.337407;11.849711;13.695888;13.12419
9873;663057.762;47108.37;31074929265.48;2009;8.036107;10.512773;12.339469;11.76984
9874;2554123.943;47667.02;120497038645.96;8;8.144174;10.626191;12.451174;11.913288
9875;1058256.069;13046.60;19681369677.93;19;8.61098;11.077282;13.06837;12.446345
9876;483810.259;49025.72;12578387533.92;20;8.360632;11.271554;13.104485;12.431194
9877;4456762.826;49863.79;207253038025.50;8;8.903668;11.402006;13.253116;12.68002
9878;1612105.551;47169.91;74692712845.08;98;8.083214;10.54247;12.346896;11.782901
9879;159040.487;47024.30;7709564172.95;4;7.497385;10.3952;13.256695;12.011944
9880;1828893.948;45402.55;82822719244.88;1288;7.497385;9.957449;11.79168;11.220168
9881;2944084.706;47074.84;134722828296.97;43;7.928148;10.416759;12.223847;11.686121
9882;8366127.064;48883.98;392637445381.93;308;8.609619;11.071691;12.899114;12.334591
9883;2138670.96;49194.10;120268344218.91;9;8.711884;11.179652;13.026117;12.480523
9884;1487048.875;12379.23;18317105857.66;154;7.712552;10.184532;12.035209;11.481527
